0,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,1,100,100,100,100,100,100,100,100,100,100,100,100,100
0,1,2,100,100,100,100,100,100,100,100,100,100,100,100
4,1,0,0,100,100,100,100,100,100,100,100,100,100,100
0,1,2,3,0,100,100,100,100,100,100,100,100,100,100
6,1,0,0,4,5,100,100,100,100,100,100,100,100,100
0,1,2,3,0,0,6,100,100,100,100,100,100,100,100
100,1,0,0,4,5,0,0,100,100,100,100,100,100,100
0,1,2,3,0,0,6,7,0,100,100,100,100,100,100
100,1,0,0,4,5,0,0,8,9,100,100,100,100,100
0,1,2,3,0,0,6,7,0,0,10,100,100,100,100
100,1,0,0,4,5,0,0,8,9,0,0,100,100,100
0,1,2,3,0,0,6,7,0,0,10,11,0,100,100
13,1,0,0,4,5,0,0,8,9,0,0,12,13,100
10,1,2,3,0,0,6,7,0,0,10,11,0,0,14
