0,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,100,2,100,100,100,100,100,100,100,100,100,100,100,100
100,4,100,3,100,100,100,100,100,100,100,100,100,100,100
100,1,100,3,4,100,100,100,100,100,100,100,100,100,100
100,100,100,3,4,5,100,100,100,100,100,100,100,100,100
100,100,100,3,4,5,6,100,100,100,100,100,100,100,100
100,100,100,3,4,5,6,7,100,100,100,100,100,100,100
100,100,100,100,4,5,6,7,8,100,100,100,100,100,100
100,100,100,100,4,5,6,7,8,9,100,100,100,100,100
10,100,100,100,4,5,6,7,8,9,10,100,100,100,100
100,10,11,100,4,5,6,7,8,9,10,11,100,100,100
6,2,2,10,4,5,6,7,8,9,10,11,12,100,100
100,6,8,3,4,5,6,7,8,9,10,11,12,13,100
1,2,2,3,4,5,6,7,8,9,10,11,12,13,14
